Christer	givenname	0	1	
Christian	givenname	0	1	
Christiane	givenname	0	1	
Christine	givenname	0	1	
Christoffer	givenname	0	1	
Christoph	givenname	0	1	
Christophe	givenname	0	1	
Christopher	givenname	0	1	
Chuck	givenname	0	1	
Cian	givenname	0	1	
Cianán	givenname	0	1	
Ciaran	givenname	0	1	
Ciarán	givenname	0	1	
Çiçek	givenname	0	1	
Çiftçi	givenname	0	1	
Çiğdem	givenname	0	1	
Cihan	givenname	0	1	
Cillian	givenname	0	1	
Cindy	givenname	0	1	
Ciwan	givenname	0	1	
Claire	givenname	0	1	
Clamor	givenname	0	1	
Cläre	givenname	0	1	
Claudia	givenname	0	1	
Claudio	givenname	0	1	
Cláudio	givenname	0	1	
Claudiu	givenname	0	1	
Clemens	givenname	0	1	
Clementine	givenname	0	1	
Cleo	givenname	0	1	
Clive	givenname	0	1	
Codruța	givenname	0	1	
Çolak	givenname	0	1	
Colin	givenname	0	1	
Colleen	givenname	0	1	
Colm	givenname	0	1	
Conan	givenname	0	1	
Conchita	givenname	0	1	
Connan	givenname	0	1	
Conor	givenname	0	1	
Conrad	givenname	0	1	
Constantia	givenname	0	1	
Constantijn	givenname	0	1	
Constanze	givenname	0	1	
Cor	givenname	0	1	
Cora	givenname	0	1	
Cord	givenname	0	1	
Cordelia	givenname	0	1	
Cordula	givenname	0	1	
Corinna	givenname	0	1	
Cormac	givenname	0	1	
Corneille	givenname	0	1	
Cornel	givenname	0	1	
Cornelia	givenname	0	1	
Cornelis	givenname	0	1	
Corneliu	givenname	0	1	
Cornelius	givenname	0	1	
Corrado	givenname	0	1	
Corvin	givenname	0	1	
Cosima	givenname	0	1	
Cosimo	givenname	0	1	
Coşkun	givenname	0	1	
Cosmin	givenname	0	1	
Courtland	givenname	0	1	
Courtlandt	givenname	0	1	
Craig	givenname	0	1	
Crispian	givenname	0	1	
Crispin	givenname	0	1	
Csaba	givenname	0	1	
Csanád	givenname	0	1	
Csilla	givenname	0	1	
Cuma	givenname	0	1	
Cüneyt	givenname	0	1	
Cuno	givenname	0	1	
Cuthred	givenname	0	1	
Cwichelm	givenname	0	1	
Cynthia	givenname	0	1	
Cyprien	givenname	0	1	
Cyrille	givenname	0	1	
Czesław	givenname	0	1	
Daan	givenname	0	1	
Dafydd	givenname	0	1	
Dagmar	givenname	0	1	
Dagny	givenname	0	1	
Dagobert	givenname	0	1	
Dainius	givenname	0	1	
Daisuke	givenname	0	1	
Daisy	givenname	0	1	
Dale	givenname	0	1	
Damian	givenname	0	1	
Damián	givenname	0	1	
Damien	givenname	0	1	
Damion	givenname	0	1	
Damir	givenname	0	1	
Dana	givenname	0	1	
Dani	givenname	0	1	
Danica	givenname	0	1	
Daniel	givenname	0	1	
Daniela	givenname	0	1	
Daniele	givenname	0	1	
Danièle	givenname	0	1	
Danielle	givenname	0	1	
Danijel	givenname	0	1	
Danilo	givenname	0	1	
Dankwart	givenname	0	1	
Danuta	givenname	0	1	
Daphne	givenname	0	1	
Daria	givenname	0	1	
Dario	givenname	0	1	
Darío	givenname	0	1	
Darius	givenname	0	1	
Dariush	givenname	0	1	
Darko	givenname	0	1	
Darlene	givenname	0	1	
Darren	givenname	0	1	
Darryl	givenname	0	1	
Daryl	givenname	0	1	
David	givenname	0	1	
Davide	givenname	0	1	
Davinder	givenname	0	1	
Davud	givenname	0	1	
Davut	givenname	0	1	
Dawda	givenname	0	1	
Dax	givenname	0	1	
Dean	givenname	0	1	
Debbie	givenname	0	1	
Debora	givenname	0	1	
Debra	givenname	0	1	
Decimus	givenname	0	1	
Declan	givenname	0	1	
Dedo	givenname	0	1	
Deepak	givenname	0	1	
Deirdre	givenname	0	1	
Dejan	givenname	0	1	
Delbert	givenname	0	1	
Delia	givenname	0	1	
Demba	givenname	0	1	
Demian	givenname	0	1	
Demir	givenname	0	1	
Dena	givenname	0	1	
Dénes	givenname	0	1	
Denis	givenname	0	1	
Denise	givenname	0	1	
Deniz	givenname	0	1	
Dennis	givenname	0	1	
Derek	givenname	0	1	
Derk	givenname	0	1	
Dermot	givenname	0	1	
Derrick	givenname	0	1	
Derya	givenname	0	1	
Desideria	givenname	0	1	
Desiderius	givenname	0	1	
Désirée	givenname	0	1	
Desmond	givenname	0	1	
Detlef	givenname	0	1	
Devon	givenname	0	1	
Dexter	givenname	0	1	
Diana	givenname	0	1	
Diarmaid	givenname	0	1	
Diarmuid	givenname	0	1	
Dídac	givenname	0	1	
Didier	givenname	0	1	
Diego	givenname	0	1	
Diemo	givenname	0	1	
Diemut	givenname	0	1	
Dieter	givenname	0	1	
Dietfried	givenname	0	1	
Diethelm	givenname	0	1	
Diethild	givenname	0	1	
Dietlind	givenname	0	1	
Dietlinde	givenname	0	1	
Dietmar	givenname	0	1	
Dietrich	givenname	0	1	
Dilara	givenname	0	1	
Dileep	givenname	0	1	
Dimitar	givenname	0	1	
Dimitra	givenname	0	1	
Dimitri	givenname	0	1	
Dina	givenname	0	1	
Dinesh	givenname	0	1	
Dino	givenname	0	1	
Dion	givenname	0	1	
Dionysios	givenname	0	1	
Dirk	givenname	0	1	
Ditte	givenname	0	1	
Dmitri	givenname	0	1	
Doğan	givenname	0	1	
Dolf	givenname	0	1	
Dölf	givenname	0	1	
Dolly	givenname	0	1	
Dolores	givenname	0	1	
Dolph	givenname	0	1	
Domas	givenname	0	1	
Domenico	givenname	0	1	
Domhnall	givenname	0	1	
Domingo	givenname	0	1	
Dominick	givenname	0	1	
Dominik	givenname	0	1	
Dominique	givenname	0	1	
Donal	givenname	0	1	
Dónal	givenname	0	1	
Donald	givenname	0	1	
Donata	givenname	0	1	
Donatus	givenname	0	1	
Dora	givenname	0	1	
Đorđe	givenname	0	1	
Doreen	givenname	0	1	
Dorian	givenname	0	1	
Dorieus	givenname	0	1	
Doris	givenname	0	1	
Dorkas	givenname	0	1	
Doro	givenname	0	1	
Dorota	givenname	0	1	
Dorothea	givenname	0	1	
Dorotheos	givenname	0	1	
Dorothy	givenname	0	1	
Dorrit	givenname	0	1	
Dörte	givenname	0	1	
Dorthe	givenname	0	1	
Douglas	givenname	0	1	
Dragan	givenname	0	1	
Dragana	givenname	0	1	
Dragutin	givenname	0	1	
Dren	givenname	0	1	
Dresel	givenname	0	1	
Driss	givenname	0	1	
Dschafar	givenname	0	1	
Dschamal	givenname	0	1	
Dschawad	givenname	0	1	
Duarte	givenname	0	1	
Duccio	givenname	0	1	
Duilio	givenname	0	1	
